Homo_sapiens,Gorilla_gorilla,Pan_paniscus
XM_024454184,XM_004040202,XM_008955331
XM_024454067,XM_019025812,XM_014344718
NM_005908,XM_004040205,XM_003829957
NM_181893,XM_004040207,XM_014344702
NM_001008388,XM_004040217,XM_008955341
NM_139173,XM_004040214,XM_008955438
XM_006714085,XM_004040219,XM_003829963
XM_017008461,XM_019025192,XM_008955342
NM_001813,XM_019026039,XM_003829965
NM_001059,XM_004040220,XM_003829966
XM_017008652,XM_004040223,XM_008955349
XM_024454103,XM_004040224,XM_003829967
NM_176869,XM_004040226,XM_003829969
NM_001242729,XM_004040230,XM_003829971
XM_011532145,XM_019025800,XM_003829979
XM_011532252,XM_019025802,XM_014344714
XM_011531820,XM_019026002,XM_008955354
XM_024454282,XM_019025572,XM_008955359
NM_001142416,XM_019025574,XM_003829985
XM_011531515,XM_004040242,XM_003829988
NM_014421,XM_004040244,XM_003829989
NM_005443,XM_004040246,XM_003829990
XM_017007839,XM_019025422,XM_024928479
XM_005262717,XM_004040247,XM_003829991
NM_001184705,XM_004040251,XM_003829995
XM_005263046,XM_019025811,XM_008955362
NM_033625,XM_019025563,XM_008955363
NM_001267818,XM_004040261,XM_003830004
NM_031279,XM_004040264,XM_003830007
XM_011532335,XM_004040266,XM_003830009
NM_001039778,,XM_024928484
XM_005262688,XM_019025027,XM_008955370
NM_017918,XM_004040268,XM_003830014
NM_001226,XM_019025325,XM_003830015
NM_030821,XM_004040273,XM_003830016
NM_001318057,XM_019025326,XM_003830013
NM_032993,XM_004040275,XM_008955389
NM_006583,XM_004040277,XM_003830020
NM_198506,XM_004040278,XM_003830019
XM_017007845,XM_019026087,XM_008955391
XM_011532234,XM_019025953,XM_008955395
NM_001977,XM_019025028,XM_003830026
NM_000325,XM_004040281,XM_003830027
NM_152400,XM_004040286,
NM_018569,XM_019025652,XM_003830034
NM_052864,XM_019025655,XM_008955398
XM_017008641,XM_019025657,XM_003830032
NM_024019,XM_004040298,
XM_005263115,XM_019025029,XM_008955402
XM_024454083,XM_004040295,XM_008955400
XM_017008067,XM_019025399,XM_008955403
NM_001321571,XM_019025528,XM_024928496
XM_024454214,XM_004040309,XM_008955426
XM_024454211,XM_004040310,XM_008955427
NM_022569,XM_004040311,XM_003830045
NM_152402,XM_004040313,XM_003830046
XM_017008840,XM_019024961,XM_024928683
NM_003619,XM_004040315,XM_003830071
NM_020961,XM_019025955,XM_003830048
XM_005263379,XM_019025767,XM_008955430
NM_133477,XM_004040320,XM_003830051
NM_016599,XM_004040322,XM_014344713
XM_017008315,XM_019025733,XM_008955434
NM_001170330,XM_004040325,XM_003830054
NM_000134,XM_004040326,XM_003830055
NM_001083,XM_004040328,XM_003816428
NM_002358,XM_004040331,XM_003816425
XM_011531562,XM_019026065,XM_024928673
XM_024454213,XM_019024925,XM_003816423
XM_017008619,XM_004040336,XM_008969488
NM_198179,XM_004040339,XM_003816419
NM_001154,XM_004040341,XM_003816418
NM_152399,XM_019024967,XM_014344725
NM_001034194,XM_004040344,XM_003816413
NM_001237,XM_004040347,XM_003816416
XM_011532079,XM_019025495,XM_003816412
XM_011532217,XM_004040349,XM_003816411
XM_011532321,XM_019025467,XM_008969477
XM_024453888,XM_019025034,XM_008969475
NM_000586,XM_004040353,XM_003816405
NM_021803,XM_004040355,XM_003816404
XM_017007831,XM_004040356,XM_014344720
NM_002006,XM_019025035,XM_008969466
NM_007083,XM_004040358,XM_003816401
XM_017007825,XM_019025703,XM_003816399
XM_005262686,XM_004040364,XM_008969464
XM_017008471,XM_004040370,XM_003816396
XM_011532236,XM_019026020,XM_008969462
NM_015693,XM_004040373,XM_003823099
NM_031291,XM_004040374,XM_003823100
NM_001317381,XM_019025864,XM_008976690
XM_017007662,XM_019026056,XM_008976691
XM_005262893,XM_019025037,XM_008976693
XM_024454226,XM_019025915,XM_014344736
XM_017008338,XM_019025739,XM_008976703
NM_006320,XM_019025792,XM_003823109
XM_024454218,XM_019025590,XM_014344730
XM_017007716,XM_019025990,XM_003823112
XM_017007722,XM_004040386,XM_003823114
XM_011532150,XM_019025941,XM_003813984
NM_001363585,XM_004040389,XM_014344739
NM_019035,XM_004040390,XM_003820664
XM_011531802,XM_004040391,XM_003820665
NM_012118,XM_019025038,XM_024928705
NM_001331036,XM_019025688,XM_014344743
NM_032623,XM_019025040,XM_003820671
NM_002494,XM_004040403,XM_008974118
NM_057175,XM_019025433,XM_003820670
XM_011532299,XM_019025435,XM_008974119
NM_030648,XM_004040406,XM_003820675
XM_017008213,XM_019025762,XM_003820678
NM_018717,XM_019025041,XM_003820676
NM_001153484,XM_004040412,XM_003820682
NM_004362,XM_019025042,XM_003820680
NM_001277353,XM_019024975,XM_008974127
XM_005262885,XM_019026059,XM_024928671
NM_021833,XM_004040417,XM_003820688
NM_015130,XM_019025954,XM_003820689
XM_005263150,XM_019024916,XM_003820690
XM_024453986,XM_019025985,XM_008974130
NM_000585,XM_004040420,XM_024928561
XM_024454273,XM_019025933,XM_024928652
NM_032557,XM_004040431,XM_003820700
XM_017007966,XM_004040428,XM_003820702
NM_003601,XM_019025579,XM_003820704
NM_001168235,XM_004040430,XM_003820703
NM_002099,XM_019025073,XM_003815831
NM_022475,XM_004040434,XM_003815832
XM_024453874,XM_019025428,XM_008968859
NM_002940,XM_019025431,XM_008968857
XM_011532040,XM_004040436,XM_003815833
XM_011531964,XM_019025900,XM_014344764
XM_011531685,XM_019026111,XM_014344747
NM_001080531,XM_019025585,XM_024928586
XM_011531634,XM_019025580,XM_014344757
XM_017007673,XM_019024924,XM_008968873
XM_024454030,,XM_024928681
NM_001300842,XM_004040461,XM_003815849
NM_004575,XM_004040463,XM_003815850
NM_001300761,XM_019026100,XM_008968877
NM_001957,XM_004040466,XM_008968879
NM_018241,XM_004040470,XM_008968881
NM_138364,XM_004040469,XM_003815854
NM_024605,XM_019025986,XM_003815856
XM_011531975,XM_019025951,XM_003815857
NM_001040261,XM_004040476,XM_003815859
XM_005263373,XM_019025630,XM_008968889
NM_006439,XM_004040480,XM_003815862
NM_001006,XM_004040485,XM_008968891
XM_024453900,XM_019025164,XM_008968892
XM_011531921,,XM_003815904
XM_024454201,XM_019025602,XM_024928533
NM_004564,XM_004040506,XM_003815888
XM_024454124,XM_019025751,XM_014344755
NM_152680,XM_019025072,XM_003815894
XM_005262807,XM_004040513,XM_003815895
XM_011531868,XM_019025907,XM_008968907
XM_011532389,XM_004040516,XM_008968910
XM_006714157,XM_019025642,XM_024928537
NM_032117,XM_019025087,XM_003822592
XM_011531780,,XM_003822591
XM_017008576,XM_019024912,XM_008976119
NM_173662,XM_004040524,XM_008976166
NM_003013,XM_004040525,XM_003822585
NM_001358235,XM_019025046,XM_024928710
NM_002669,XM_004040529,XM_003822581
NM_005141,XM_019025338,XM_003822580
NM_000508,XM_019025339,XM_003822579
NM_021870,XM_019025256,XM_008976164
NM_004744,XM_019025257,XM_003822577
XM_011531696,XM_019024949,XM_008976162
XM_005263034,XM_019025148,XM_008976160
XM_011532254,XM_004040539,XM_008976155
XM_006714197,,XM_008976150
XM_011531901,,XM_003822562
NM_017419,XM_004040551,XM_003822561
NM_005651,XM_019026046,XM_003822560
NM_001334,XM_004040552,XM_003822559
NM_016205,XM_004040554,XM_003822558
NM_001166060,XM_019026063,XM_008976144
NM_001083619,XM_004040562,XM_003822552
NM_001031700,XM_019025956,XM_008976142
XM_024454128,XM_004040568,XM_008976141
NM_001253727,XM_004040575,XM_003822540
NM_001008393,XM_004040570,XM_003822539
NM_004453,XM_019025576,XM_003822536
NM_005038,XM_004040571,XM_003822538
XM_005263156,XM_019025683,XM_008976136
XM_017007810,,XM_003822535
XM_005263358,XM_019025678,XM_024928558
NM_020116,XM_019026097,XM_014344779
XM_011532410,XM_019026013,XM_003822530
XM_011532010,XM_019025947,XM_008976128
XM_017008256,XM_019025943,XM_024928677
NM_032136,XM_004040583,XM_003822528
NM_018352,XM_004040584,XM_008976127
XM_011532055,XM_019025745,XM_014344776
NM_012403,XM_004040587,XM_003822527
NM_001352885,,XM_024928626
XM_017007623,XM_019024939,XM_008968217
NM_153027,,
NM_001100389,XM_019025049,XM_024928707
XM_011531572,XM_004040591,XM_008966116
XM_005263176,XM_004040592,XM_008966101
NM_001873,XM_004040594,XM_024928715
NM_012464,XM_019025067,XM_003821793
XM_017008257,XM_019025719,XM_014344784
XM_011531571,XM_004040606,XM_003821800
XM_024454133,XM_004040607,XM_014344785
XM_011532403,XM_019025353,XM_024928688
XM_011531768,XM_019025356,XM_014344782
XM_006714391,XM_004040604,XM_003821806
NM_020870,XM_004040605,XM_003821807
NM_001199397,XM_019025470,XM_003821808
NM_173872,XM_019025471,XM_003821811
XM_005263366,XM_019025725,XM_008975265
XM_006714231,XM_004040627,XM_003821820
XM_017008244,XM_004040637,XM_003823503
XM_005263062,XM_004040638,XM_008977069
NM_002129,XM_004040633,XM_003823420
NM_003864,XM_019025958,XM_008977176
XM_024453882,XM_004040636,XM_024928699
NM_021973,XM_004040639,XM_003846131
NM_012180,XM_004040644,XM_008977076
XM_024454231,XM_019025877,XM_008977072
NM_000860,XM_004040646,XM_003823427
NM_006529,XM_004040653,XM_003823430
XM_011531561,XM_019024980,XM_008977077
NM_201591,XM_004040655,XM_003823431
XM_024453885,XM_004040657,XM_008977079
NM_144644,XM_004040658,XM_003823435
XM_005262759,XM_004040659,XM_003823436
NM_021928,XM_004040660,XM_008977086
NM_005429,XM_019025053,XM_003823438
NM_018248,XM_004040663,XM_003823507
NM_000027,XM_019026041,XM_003823440
XM_017008388,XM_019025784,XM_008977091
NM_001012732,XM_019025675,XM_003823445
XM_011532269,XM_019025892,XM_008977095
NM_001111319,XM_004040675,XM_008977094
NM_001185149,XM_004065252,XM_003823450
NM_017632,XM_004040676,XM_003823451
NM_001564,XM_004065364,XM_003823453
NM_152682,XM_019025987,XM_003823454
XM_024454180,XM_019025056,XM_008977102
XM_011532129,XM_019025790,XM_003823457
NM_153343,XM_019025057,XM_003823458
XM_024454036,XM_004040681,XM_003823459
NM_032991,XM_004040686,XM_003823461
XM_011531720,XM_019025668,XM_008977117
XM_005263218,XM_019025673,XM_003823463
XM_017007889,XM_019025440,XM_008977125
NM_001300781,XM_019025150,XM_003823471
NM_001151,XM_004040697,XM_008977128
XM_024454160,XM_019025996,XM_008977130
XM_011532302,XM_004040702,XM_008977134
XM_024454138,XM_019025447,XM_008977133
XM_017008176,XM_019025448,XM_008977136
NM_018359,XM_004040699,XM_003823473
XM_017008240,XM_019025453,XM_008977141
XM_011531827,XM_019025059,XM_008977137
NM_014476,XM_004040707,XM_003823481
XM_017008740,XM_019025387,XM_024928485
NM_003265,XM_019024914,XM_008977067
NM_015398,XM_019026006,XM_008977157
NM_207352,XM_004040723,XM_003823491
XM_017008181,XM_019025787,XM_008977163
XM_005262821,XM_019026036,XM_003823493
NM_005958,XM_004040725,XM_003823494
XM_005262835,XM_019025060,XM_008977165
XM_011531607,XM_019025099,XM_014344790
NM_001303419,XM_019025106,XM_014344787
NM_178556,XM_004040736,XM_003823500
NM_004477,XM_019025919,XM_003833400
NM_001306068,XM_004040740,
NM_052909,XM_019013267,XM_024928840
NM_001080478,XM_004059103,XM_008964477
NM_145265,XM_004059104,XM_003804869
XM_017009685,XM_019013011,XM_008964466
NM_013232,XM_004059098,XM_003804867
NM_020731,XM_019013263,XM_008964415
NM_007277,XM_019013340,XM_008964444
NM_004174,XM_019013010,XM_024928972
XM_011514063,XM_019013504,XM_003804864
XM_017008993,XM_019013503,XM_003804863
XM_024446192,XM_019013260,XM_008954369
XM_011514163,,
XM_005248382,XM_019013436,XM_003805192
XM_011513941,XM_019013007,XM_008968583
NM_001003841,XM_004059083,XM_003805186
NM_182632,XM_019013006,XM_003805187
NM_198253,XM_019013021,XM_014344818
XM_024446221,XM_019013525,XM_008968609
NM_001044,XM_019013005,XM_003805189
XM_011514132,XM_004059081,XM_014344819
XM_011514079,XM_004059076,XM_008960074
NM_004553,NM_001279713,XM_008960073
NM_001278635,XM_004059078,XM_024928978
XM_011513979,XM_019012904,XM_008960079
XM_005248256,XM_019012900,XM_024928962
NM_024337,XM_004059067,XM_014344820
NM_139056,XM_004059064,XM_014344821
NM_015325,XM_019013470,XM_003807968
NM_032286,XM_004059057,XM_003807967
XM_024454361,XM_004059058,
NM_017755,XM_019013420,XM_003807964
NM_001047,XM_004059060,XM_003807966
NM_006999,,XM_008960065
NM_020546,XM_019013618,XM_003809228
NM_001089584,XM_004059053,XM_003809227
XM_024446063,XM_004059051,XM_003809225
XM_006714498,XM_019013514,XM_008961432
XM_011514158,XM_019013003,XM_014344825
NM_019599,XM_004059039,XM_003809222
NM_199133,XM_004059044,XM_003821961
NM_012073,XM_004059040,XM_003821956
NM_138809,XM_019013231,XM_014344832
NM_005885,XM_004059033,XM_003821953
XM_006714504,XM_019013374,XM_014344826
NM_001164440,XM_019013002,
NM_001291963,XM_019013447,XM_003821951
XM_005248251,XM_019013539,XM_014344838
XM_005248262,XM_019013015,XM_003821946
NM_007118,XM_019012999,XM_014344828
NM_019018,,XM_008975441
XM_011514152,XM_019013222,XM_014344835
NM_054027,XM_004059029,XM_003821942
NM_012304,XM_004059017,XM_003821941
NM_001102562,XM_019012998,XM_024928723
NM_033414,XM_019013689,XM_003821940
XM_011514053,,XM_014344836
NM_012334,XM_019013445,XM_008975438
NM_006317,XM_019013564,XM_003821965
XM_017008930,XM_019013682,XM_014344962
NM_004061,XM_019012909,XM_014344935
NM_020227,XM_019012949,XM_008961193
NM_016279,XM_004059005,XM_003809055
XM_017008910,XM_019013674,XM_014344934
XM_024446034,XM_019013346,XM_014344933
XM_017009607,XM_004059000,XM_003818517
XM_011513993,XM_019013353,XM_008971843
NM_022130,XM_019013350,XM_024928728
XM_011514057,XM_019013583,XM_024928946
NM_016107,XM_004058993,XM_008971847
XM_017008987,XM_019013412,XM_008971842
NM_001204375,XM_019013701,XM_008971840
NM_001258438,XM_019013461,XM_003818506
XM_017009905,XM_019013727,XM_003818504
NM_016568,XM_004058979,XM_003818503
NM_016180,XM_004058980,XM_003818499
NM_001167595,XM_019013249,XM_003818500
NM_181435,XM_019013254,XM_008971837
XM_011514016,XM_019013245,XM_014344931
XM_017009119,XM_019013241,XM_014344930
NM_002853,XM_019013240,XM_008956160
NM_018321,XM_004058971,XM_003806666
XM_011513965,XM_004058973,XM_014344927
NM_031900,XM_004058974,XM_003806665
XM_024446131,XM_004058975,XM_003806664
XM_011514135,XM_004058962,XM_008956117
NM_002185,XM_004058953,XM_003806662
XM_006714444,XM_004058955,XM_003806661
NM_152404,XM_004058956,XM_003806659
XM_011513988,XM_004058958,XM_003806657
XM_011514162,XM_019013545,XM_008956073
NM_005983,XM_004058940,XM_003806655
XM_005248241,XM_019013628,XM_008956051
XM_006714452,XM_019012922,XM_024928833
XM_024446181,XM_004058947,XM_008956031
NM_133433,XM_019013451,XM_008956013
XM_011514086,XM_019013594,XM_008955959
NM_153485,XM_019013604,XM_008956202
NM_018034,XM_019012991,XM_008963362
NM_001190468,XM_004058918,XM_003810955
NM_001205301,XM_004058922,XM_003810957
XM_017009462,XM_019013579,XM_008963327
XM_005248384,XM_019013498,XM_024928756
NM_001285439,XM_019013496,XM_008963328
XM_011514008,,XM_008963331
NM_001737,XM_004058935,XM_003810967
NM_001343,XM_019013392,XM_024928754
NM_000958,XM_004058910,XM_003810968
XM_011514003,XM_019013527,XM_003810971
NM_206907,XM_004058912,XM_003810970
NM_000997,XM_004058914,XM_003810973
NM_032587,XM_004058913,XM_008963334
NM_000587,XM_019012990,XM_003810975
NM_173489,XM_019013511,XM_003810974
XM_011514114,XM_019013590,XM_003810977
NM_001005473,XM_004058906,XM_003810978
NM_001364299,XM_004058907,XM_003810979
NM_175921,XM_004058908,XM_003810980
NM_012176,XM_004058909,XM_003810981
NM_001242399,XM_019013673,XM_003810987
NM_001134848,XM_019013294,XM_003810991
NM_001093726,XM_019013293,XM_008963340
NM_001014279,XM_004058900,XM_003810994
NM_001330714,XM_019013476,XM_008963347
NM_153361,XM_019012936,XM_003810997
NM_002130,XM_019013507,XM_008963350
NM_148672,XM_004058891,XM_003811000
XM_011514075,XM_019013625,XM_014344924
NM_198566,XM_019013623,XM_003811002
NM_006451,XM_004058883,XM_003811007
XM_017009293,XM_019013521,XM_008963361
XM_005248264,XM_004058881,XM_003811011
NM_016640,XM_004058878,XM_003811012
NM_021072,XM_004058880,XM_003811014
NM_198449,XM_019012988,XM_003827343
XM_005248596,XM_019012987,XM_008952720
NM_002202,XM_019013019,XM_003827348
NM_015946,XM_019013335,XM_008952725
NM_181501,XM_019013336,XM_003827350
NM_002203,XM_004058870,XM_003827351
NM_004531,XM_004058867,XM_003827353
XM_005248400,XM_004058863,XM_003827463
NM_002495,NM_001279722,XM_003827354
XM_011543498,XM_004058862,XM_014344906
NM_006308,XM_004058861,XM_003827356
NM_052870,XM_004065258,XM_003827464
NM_007036,XM_004058839,XM_003827357
NM_002104,XM_004058841,XM_003827358
NM_006144,XM_004058842,XM_003827359
NM_001170402,XM_019013694,XM_008952727
XM_006714631,XM_019013695,XM_024928922
NM_001190787,XM_004058845,XM_003827364
NM_021147,XM_004058846,XM_003827365
NM_019030,XM_019013313,XM_003827366
NM_015360,,XM_003827367
NM_176895,XM_004058848,XM_008952805
XM_011543174,XM_019013657,XM_008952734
XM_024446119,XM_004058853,XM_003827374
NM_139017,XM_019012985,XM_008952738
NM_002184,XM_019013645,XM_003827382
XM_017009852,XM_019013644,XM_003827381
XM_017008942,XM_019013080,XM_008952742
NM_005921,XM_004058829,XM_003827384
NM_153706,XM_004058831,XM_003827387
XM_011543216,XM_019013630,XM_008952744
XM_024446172,XM_019013469,XM_008952746
NM_001017992,XM_004058822,XM_003827391
NM_006622,XM_004058823,XM_003827392
NM_152687,XM_004058828,XM_008952750
NM_138453,XM_004058811,XM_003827398
NM_001104631,XM_019013499,XM_008952752
NM_018369,XM_019013690,XM_003827405
XM_017009885,XM_019012905,XM_008952758
NM_000082,XM_019013723,XM_003827408
NM_174889,XM_019012982,XM_003827410
NM_001048249,XM_004058808,XM_003827411
NM_020928,XM_004058803,XM_003827469
XM_017009381,XM_004058804,XM_014344899
NM_001098511,XM_019013379,XM_003827416
NM_014473,XM_004058800,XM_003827419
NM_001134779,XM_019013377,XM_003827413
NM_181506,XM_004058797,XM_003827420
NM_000524,XM_004058791,XM_003827421
XM_017009384,XM_019012934,XM_008952767
NM_001029875,XM_004058795,XM_014344908
NM_001164442,,XM_003827424
NM_173829,XM_004058788,XM_003827425
NM_005869,XM_019013693,XM_024928816
XM_011543114,XM_004058773,XM_003827427
XM_011543535,XM_019013718,XM_008952770
NM_015342,XM_004058776,XM_003827431
NM_001656,XM_019013277,XM_003827435
NM_001093755,XM_019013270,XM_003827437
XM_005248548,XM_019013276,XM_003827438
NM_020726,XM_019013268,XM_003827430
XM_017009635,XM_019013532,XM_008952779
NM_001077199,XM_004058766,XM_003806797
XM_024446044,XM_019012980,XM_024928781
NM_005582,XM_004058760,XM_003806795
XM_017009585,XM_004058757,XM_008957490
NM_022902,XM_004058737,XM_003806792
NM_031966,XM_019013518,XM_003806791
NM_022909,XM_004058742,XM_003806789
NM_033281,,XM_003806799
NM_001799,XM_004058744,XM_003806788
XM_011543256,XM_019012979,XM_014344893
NM_016283,XM_019013435,XM_003806785
NM_003187,XM_019013434,XM_008957386
NM_133339,XM_019013431,XM_014344892
XM_005248446,XM_019013427,XM_008957358
NM_002538,XM_004058755,XM_008957324
XM_006714688,XM_004058735,
NM_021967,XM_019013321,XM_003806766
XM_011543596,XM_019013320,XM_003806767
NM_004536,XM_019013315,XM_008957309
XM_017009406,XM_019012978,XM_008957346
XM_017009631,XM_019013441,XM_014344889
NM_022132,XM_019013442,XM_003813976
NM_004291,XM_004065236,XM_003813975
NM_005909,XM_004058677,XM_003810490
NM_001286748,XM_004058678,XM_003810486
